shop_id,category_id,longitude,latitude,price,mall_id
s_3278,c_30,113.564575,23.158447,48,m_909
s_3349,c_12,114.51478,30.910903,58,m_1790
s_3398,c_2,114.332507,23.305936,60,m_3313
s_3399,c_2,114.436093,23.560282,60,m_4459
s_3401,c_36,122.255644,31.350891,50,m_3005
s_3402,c_36,122.59416,31.581528,50,m_3839
s_3474,c_36,120.745616,30.815114,50,m_1175
s_3480,c_36,122.306782,32.087291,50,m_1409
s_3556,c_30,117.36302,40.638531,56,m_4079
s_3597,c_30,121.448376,31.629812,56,m_979
s_3615,c_30,119.87325,32.754803,56,m_7973
s_3627,c_36,121.000837,30.907153,50,m_5892
s_3632,c_36,121.447914,31.630404,50,m_979
s_3633,c_36,121.312165,31.919009,50,m_1375
s_3634,c_36,121.327128,31.776583,50,m_4011
s_3637,c_38,116.863834,40.328034,52,m_7168
s_3664,c_30,113.790767,23.833128,56,m_1831
s_3674,c_30,122.003431,31.517439,56,m_4495
s_3691,c_30,123.801051,42.367171,56,m_1085
s_3697,c_30,122.346763,31.83416,56,m_690
s_3699,c_30,122.308319,32.088196,56,m_1409
s_3717,c_30,121.326047,31.776501,56,m_4011
s_3735,c_36,121.133471,31.196381,50,m_6587
s_3776,c_30,118.191643,32.856778,56,m_5085
s_3780,c_30,121.13394,31.197966,56,m_6587
s_3824,c_30,120.406762,33.337511,56,m_3445
s_3830,c_30,109.291393,35.183209,56,m_2058
s_3834,c_30,120.330244,32.329452,56,m_626
s_3842,c_36,116.444392,29.228432,50,m_8093
s_3884,c_30,116.941895,40.496332,56,m_4828
s_3889,c_30,120.353029,32.350866,56,m_4923
s_3895,c_30,120.494093,36.45393,56,m_2333
s_3920,c_30,112.489558,41.791644,56,m_6167
s_3922,c_30,115.195454,38.540723,56,m_3112
s_3933,c_30,119.042925,25.206884,56,m_3871
s_3936,c_36,120.40807,30.536057,50,m_4341
s_3946,c_36,120.695119,31.954517,50,m_622
s_4034,c_36,116.088996,28.772176,50,m_4572
s_4037,c_36,121.366083,32.316436,50,m_4422
s_4038,c_36,119.327787,32.643812,50,m_2182
s_4047,c_36,120.331307,32.329768,50,m_626
s_4049,c_36,119.874266,32.752827,50,m_7973
s_4086,c_36,114.000493,34.889721,50,m_2267
s_4092,c_36,118.047989,31.892939,50,m_615
s_4095,c_39,116.09052,28.773226,68,m_4572
s_4096,c_30,119.125227,25.604444,44,m_4121
s_4106,c_36,114.640892,35.230921,50,m_9054
s_4121,c_36,120.611716,34.056293,50,m_4515
s_4122,c_36,120.407436,33.336584,50,m_3445
s_4131,c_36,122.272209,37.980521,50,m_1950
s_4140,c_36,117.702157,35.132006,50,m_3425
s_4141,c_36,120.630539,34.098359,50,m_3501
s_4154,c_36,118.191204,32.855918,50,m_5085
s_4180,c_36,106.962559,29.797555,50,m_2224
s_4225,c_36,114.331299,23.305853,50,m_3313
s_4228,c_36,114.437732,23.559639,50,m_4459
s_4229,c_36,119.865868,26.658859,50,m_625
s_4234,c_36,118.900771,25.43237,50,m_4548
s_4244,c_36,115.088921,30.691387,50,m_3739
s_4319,c_36,109.290478,35.182264,50,m_2058
s_4323,c_34,119.124618,25.605167,34,m_4121
s_4336,c_36,111.340362,31.216791,50,m_5352
s_4337,c_36,114.515205,30.910757,50,m_1790
s_4339,c_36,112.325771,32.68788,50,m_3832
s_4371,c_50,116.86199,40.325784,66,m_7168
s_4386,c_29,116.862505,40.325858,52,m_7168
s_4394,c_42,114.474878,31.082176,62,m_1377
s_4408,c_6,121.000702,30.907987,61,m_5892
s_4430,c_47,117.361002,40.638503,60,m_4079
s_4451,c_47,117.365113,40.666893,59,m_1621
s_4489,c_15,119.124044,25.602895,65,m_4121
s_4550,c_42,115.088956,30.691103,62,m_3739
s_4721,c_11,121.134166,31.19786,57,m_6587
s_4853,c_43,121.532141,38.215913,65,m_1263
s_4872,c_43,119.04405,25.206153,64,m_3871
s_4891,c_43,121.002789,30.907019,65,m_5892
s_4895,c_43,119.327047,32.644306,65,m_2182
s_4941,c_43,116.760346,40.73717,64,m_2578
s_4943,c_43,120.74489,30.815174,65,m_1175
s_4948,c_43,119.865489,26.659688,64,m_625
s_4965,c_43,114.000583,34.889423,65,m_2267
s_4972,c_43,122.181531,32.182219,65,m_2415
s_4976,c_43,121.955639,39.588081,63,m_4543
s_4992,c_43,109.093003,34.396438,65,m_2467
s_5014,c_43,116.86332,40.327233,65,m_7168
s_5025,c_43,115.194933,38.541774,65,m_3112
s_5026,c_43,113.81958,34.949465,65,m_2270
s_5035,c_43,118.190744,32.855781,65,m_5085
s_5037,c_43,116.089669,39.208731,62,m_968
s_5041,c_43,114.436866,23.559349,64,m_4459
s_5054,c_43,116.941895,40.496332,62,m_4828
s_5069,c_43,113.789091,23.831621,64,m_1831
s_5071,c_43,112.490321,41.791935,62,m_6167
s_5094,c_43,120.329768,32.329682,65,m_626
s_5095,c_43,122.271872,37.980476,65,m_1950
s_5165,c_55,119.326462,32.644963,61,m_2182
s_5226,c_38,119.042137,25.207469,44,m_3871
s_5896,c_30,118.204911,24.782885,40,m_1089
s_5917,c_26,122.307846,32.08811,52,m_1409
s_5947,c_26,122.346802,31.833697,52,m_690
s_5951,c_26,122.256462,31.35217,52,m_3005
s_6112,c_2,122.003208,31.516564,54,m_4495
s_6793,c_26,121.000421,30.908757,47,m_5892
s_6812,c_4,122.594476,31.582635,50,m_3839
s_6977,c_6,122.006898,31.516028,58,m_4495
s_7301,c_29,120.746347,30.814914,50,m_1175
s_7452,c_29,116.861905,40.326337,50,m_7168
s_7464,c_49,118.192019,32.857752,60,m_5085
s_7466,c_49,121.96256,31.65181,59,m_1293
s_7523,c_29,117.813586,39.619808,47,m_2123
s_7652,c_29,117.703597,35.132131,50,m_3425
s_7656,c_29,122.273673,37.980911,50,m_1950
s_7674,c_29,121.326036,31.776499,50,m_4011
s_7695,c_29,113.819395,34.948544,50,m_2270
s_7739,c_34,113.78223,23.336412,40,m_7374
s_7741,c_1,121.000049,30.908313,54,m_5892
s_7771,c_49,120.695839,31.954776,60,m_622
s_7873,c_34,113.563842,23.158671,40,m_909
s_7890,c_29,117.36515,40.665983,48,m_1621
s_7893,c_29,121.133661,31.197559,50,m_6587
s_7966,c_29,120.35245,32.35141,50,m_4923
s_7986,c_49,119.865116,26.659662,60,m_625
s_8081,c_29,114.437635,23.559636,50,m_4459
s_8146,c_49,113.81972,34.948545,60,m_2270
s_8161,c_49,109.092652,34.397026,60,m_2467
s_8170,c_49,116.089166,28.771338,60,m_4572
s_8172,c_49,111.341716,31.216577,60,m_5352
s_8178,c_49,121.134192,31.197642,60,m_6587
s_8203,c_29,117.363031,40.638519,50,m_4079
s_8287,c_29,119.042928,25.206862,50,m_3871
s_8300,c_49,118.900378,25.43237,60,m_4548
s_8302,c_49,117.814012,39.619606,59,m_2123
s_8350,c_49,118.731285,32.449625,59,m_822
s_8367,c_29,113.78975,23.831196,50,m_1831
s_8426,c_49,116.863744,40.329372,60,m_7168
s_8470,c_49,119.327706,32.645075,60,m_2182
s_8531,c_29,114.409935,30.978022,50,m_2009
s_8543,c_29,118.20382,24.78412,50,m_1089
s_8544,c_29,119.1245,25.605262,50,m_4121
s_8684,c_49,115.09289,38.932278,60,m_6337
s_8817,c_49,116.75905,40.737743,60,m_2578
s_9014,c_49,121.193134,31.800564,60,m_7601
s_9136,c_49,119.327112,32.644381,62,m_2182
s_9147,c_29,122.346026,31.833803,50,m_690
s_9394,c_49,122.003093,31.517433,60,m_4495
s_9455,c_29,106.963469,29.796622,50,m_2224
s_9554,c_29,122.306412,32.087247,50,m_1409
s_9637,c_29,117.453188,39.587634,46,m_623
s_9660,c_49,117.837563,25.332716,60,m_5154
s_9724,c_24,122.594418,31.582749,60,m_3839
s_9899,c_29,122.180196,32.182162,50,m_2415
s_9950,c_29,118.048011,31.892803,50,m_615
s_10076,c_29,119.873823,32.755054,50,m_7973
s_10124,c_49,114.330812,23.307309,60,m_3313
s_10269,c_49,115.298544,37.576098,60,m_5529
s_10288,c_49,123.801297,42.367162,60,m_1085
s_10400,c_49,115.448561,38.755806,60,m_4168
s_10402,c_49,120.493769,36.455851,60,m_2333
s_10413,c_49,117.364418,40.63853,60,m_4079
s_10425,c_29,122.140955,39.819088,50,m_3916
s_10539,c_49,117.914409,39.589011,60,m_2878
s_10579,c_49,120.406036,33.336988,60,m_3445
s_10859,c_29,116.762082,40.737963,50,m_2578
s_10972,c_28,118.047483,31.893607,45,m_615
s_11110,c_49,112.325515,32.685629,60,m_3832
s_11240,c_49,116.941895,40.496332,60,m_4828
s_11314,c_29,120.611479,34.055446,50,m_4515
s_11343,c_29,114.000314,34.88993,50,m_2267
s_11364,c_49,120.40699,30.534994,60,m_4341
s_11394,c_29,120.406796,30.535327,50,m_4341
s_11516,c_49,122.273506,37.98124,60,m_1950
s_11587,c_29,116.089199,28.771492,50,m_4572
s_11611,c_29,122.004049,31.516657,50,m_4495
s_11618,c_29,117.914248,39.590181,47,m_2878
s_11648,c_49,114.514322,30.910186,60,m_1790
s_11733,c_29,112.489308,41.791973,50,m_6167
s_11771,c_49,120.355297,32.351819,60,m_4923
s_11805,c_29,120.556007,30.850915,50,m_4406
s_11815,c_13,120.495371,36.453531,57,m_2333
s_11905,c_49,122.255857,31.351107,60,m_3005
s_12015,c_29,117.838744,25.333806,50,m_5154
s_12035,c_49,114.00021,34.890063,60,m_2267
s_12040,c_49,116.443728,29.228921,60,m_8093
s_12081,c_49,118.23824,32.240504,60,m_9068
s_12225,c_49,120.555984,30.851044,60,m_4406
s_12236,c_29,114.330823,23.307533,50,m_3313
s_12258,c_29,123.800981,42.367232,46,m_1085
s_12281,c_29,114.51758,30.911417,50,m_1790
s_12298,c_49,119.043559,25.205507,60,m_3871
s_12304,c_49,117.365194,40.665978,59,m_1621
s_12350,c_49,120.806977,31.431687,60,m_3528
s_12420,c_29,111.339367,31.217044,50,m_5352
s_12429,c_29,114.641693,35.239537,50,m_9054
s_12451,c_49,117.450383,39.588768,60,m_623
s_12452,c_49,116.089477,39.208776,60,m_968
s_12499,c_49,118.048588,31.891982,60,m_615
s_12502,c_49,119.873919,32.754758,60,m_7973
s_12504,c_49,121.363957,32.316732,59,m_4422
s_12521,c_29,119.192917,32.424761,50,m_4033
s_12547,c_29,120.807656,31.432459,50,m_3528
s_12558,c_29,115.299149,37.576155,50,m_5529
s_12565,c_29,114.475022,31.082235,50,m_1377
s_12569,c_29,120.408671,33.336768,50,m_3445
s_12639,c_49,122.347065,31.834226,59,m_690
s_12670,c_29,121.448329,31.629493,50,m_979
s_12690,c_29,115.09335,38.931254,50,m_6337
s_12697,c_29,112.326327,32.687995,50,m_3832
s_12711,c_49,113.790897,23.833269,60,m_1831
s_12738,c_36,121.963679,31.653527,50,m_1293
s_12797,c_29,116.443724,29.228849,50,m_8093
s_12860,c_49,121.326036,31.776499,59,m_4011
s_12896,c_49,120.330272,32.32913,60,m_626
s_12981,c_49,119.124508,25.605261,60,m_4121
s_13041,c_29,119.866406,26.660533,50,m_625
s_13114,c_49,121.448282,31.630208,59,m_979
s_13177,c_29,118.237845,32.240363,50,m_9068
s_13202,c_29,121.312288,31.918234,50,m_1375
s_13203,c_29,120.630563,34.098804,50,m_3501
s_13222,c_29,116.941818,40.496804,50,m_4828
s_13230,c_29,120.329785,32.329666,50,m_626
s_13266,c_13,119.043923,25.205841,62,m_3871
s_13320,c_29,118.190833,32.855707,50,m_5085
s_13425,c_49,117.705027,35.131782,60,m_3425
s_13477,c_29,121.193794,31.800959,50,m_7601
s_13513,c_49,114.436667,23.558987,60,m_4459
s_13720,c_28,116.090393,28.773749,60,m_4572
s_13967,c_28,114.000226,34.889823,60,m_2267
s_14107,c_50,117.360572,40.638474,63,m_4079
s_14187,c_19,121.000252,30.908311,57,m_5892
s_14218,c_24,117.812542,39.619263,60,m_2123
s_14225,c_24,117.813908,39.618434,59,m_2123
s_14268,c_34,119.04393,25.207517,40,m_3871
s_14510,c_38,116.088892,28.771374,45,m_4572
s_14563,c_28,112.325545,32.687747,60,m_3832
s_14691,c_30,121.955542,39.587303,46,m_4543
s_14751,c_28,106.961858,29.798143,60,m_2224
s_14960,c_50,104.441868,31.36242,61,m_3019
s_15008,c_28,114.51687,30.911088,60,m_1790
s_15012,c_28,122.3468,31.833795,60,m_690
s_15109,c_38,121.002307,30.907561,43,m_5892
s_15148,c_6,120.406861,30.535021,54,m_4341
s_15236,c_28,116.86291,40.325822,60,m_7168
s_15439,c_28,114.47525,31.082152,60,m_1377
s_15471,c_28,116.759187,40.737481,60,m_2578
s_15576,c_50,115.091778,38.93228,64,m_6337
s_15627,c_28,117.363431,40.638646,60,m_4079
s_15740,c_34,119.044485,25.205684,46,m_3871
s_16136,c_15,114.002418,34.889731,59,m_2267
s_16473,c_28,122.346736,31.833507,47,m_690
s_16896,c_46,119.044602,25.206058,36,m_3871
s_17145,c_28,122.346736,31.833507,50,m_690
s_17475,c_28,122.308473,32.087157,40,m_1409
s_17554,c_53,120.808169,31.43196,60,m_3528
s_17627,c_24,120.355984,32.350816,65,m_4923
s_17870,c_30,116.08894,28.77282,40,m_4572
s_17968,c_2,122.308206,32.087479,50,m_1409
s_18037,c_44,119.326317,32.644694,52,m_2182
s_18384,c_14,119.044233,25.206563,50,m_3871
s_19348,c_38,121.000196,30.908966,43,m_5892
s_19857,c_50,117.814776,39.61703,60,m_2123
s_20409,c_28,122.308146,32.087737,44,m_1409
s_20731,c_36,116.863446,40.326894,44,m_7168
s_21049,c_38,119.192079,32.424615,40,m_4033
s_21058,c_36,117.361482,40.638424,44,m_4079
s_21063,c_50,116.090093,28.773321,63,m_4572
s_21219,c_30,113.999893,34.889433,40,m_2267
s_21742,c_28,121.001466,30.907401,50,m_5892
s_21927,c_30,117.815018,39.617926,44,m_2123
s_22112,c_34,116.940441,40.496456,41,m_4828
s_22175,c_30,122.255384,31.35155,48,m_3005
s_22504,c_30,121.134516,31.197904,46,m_6587
s_22541,c_13,118.728334,32.452015,54,m_822
s_22613,c_48,117.364458,40.638651,61,m_4079
s_22631,c_34,118.731,32.449661,36,m_822
s_22749,c_30,122.003431,31.517439,48,m_4495
s_23634,c_25,104.814755,30.965312,50,m_1920
s_24537,c_33,119.044442,25.205772,49,m_3871
s_25324,c_55,117.70551,36.830022,55,m_8344
s_25873,c_30,123.798378,42.367046,38,m_1085
s_27458,c_29,116.089669,39.208796,55,m_968
s_28214,c_30,116.941364,40.497168,44,m_4828
s_28586,c_59,123.800203,42.367284,32,m_1085
s_31333,c_14,119.04408,25.20681,50,m_3871
s_31606,c_33,120.407601,33.336651,36,m_3445
s_31612,c_56,122.140901,39.818473,41,m_3916
s_31958,c_38,118.047715,31.892934,51,m_615
s_32485,c_55,122.309966,32.087565,38,m_1409
s_34578,c_33,118.203612,24.783921,48,m_1089
s_34883,c_34,120.407779,33.336806,30,m_3445
s_35151,c_34,117.813955,39.61964,32,m_2123
s_35254,c_34,109.290704,35.181683,40,m_2058
s_35458,c_1,119.001853,31.687871,49,m_6803
s_35640,c_1,119.042928,25.206864,57,m_3871
s_35936,c_51,115.088307,30.690878,59,m_3739
s_35987,c_6,122.309212,32.0869,64,m_1409
s_36142,c_49,120.408574,33.33696,57,m_3445
s_36557,c_33,120.494626,36.453781,48,m_2333
s_37078,c_33,120.7441,30.814603,57,m_1175
s_37223,c_28,118.192157,32.85654,36,m_5085
s_37362,c_56,120.694645,31.955516,42,m_622
s_38433,c_26,120.611743,34.05547,43,m_4515
s_38516,c_56,118.20386,24.784696,46,m_1089
s_38791,c_28,117.451181,39.589246,40,m_623
s_39244,c_49,118.237667,32.241867,52,m_9068
s_39875,c_28,116.863499,40.326966,47,m_7168
s_40076,c_38,120.331226,32.328992,48,m_626
s_40649,c_29,114.000705,34.888826,45,m_2267
s_40903,c_28,120.555012,30.851332,40,m_4406
s_41228,c_13,116.088905,28.772056,58,m_4572
s_41234,c_50,109.093432,34.396463,52,m_2467
s_41660,c_13,120.808863,31.432137,44,m_3528
s_41948,c_34,116.861796,40.325728,38,m_7168
s_41995,c_13,117.362668,40.638518,58,m_4079
s_42019,c_30,119.044562,25.205989,48,m_3871
s_42165,c_7,116.759502,40.736952,62,m_2578
s_42362,c_49,114.639733,35.553613,61,m_3054
s_42513,c_12,119.864298,26.659514,64,m_625
s_42529,c_11,117.362076,40.638566,64,m_4079
s_42570,c_13,116.444395,29.228432,59,m_8093
s_42600,c_11,115.29899,37.57626,58,m_5529
s_42654,c_53,119.865958,26.658779,57,m_625
s_42708,c_11,115.092934,38.931763,63,m_6337
s_42761,c_11,116.863383,40.326812,65,m_7168
s_42867,c_6,120.745006,30.814852,58,m_1175
s_42972,c_15,122.594559,31.58158,64,m_3839
s_43176,c_24,109.291068,35.182301,53,m_2058
s_43228,c_26,119.194242,32.424351,36,m_4033
s_43301,c_24,122.346883,31.834288,55,m_690
s_43317,c_24,114.516441,30.911805,61,m_1790
s_43369,c_24,116.862323,40.325611,55,m_7168
s_43374,c_24,122.310095,32.088213,55,m_1409
s_43395,c_24,116.089776,39.209831,55,m_968
s_43493,c_24,115.193701,38.540617,55,m_3112
s_43525,c_34,122.307667,32.087714,38,m_1409
s_43745,c_38,113.564729,23.159262,40,m_909
s_43807,c_24,115.092762,38.931803,55,m_6337
s_43809,c_24,117.451577,39.588739,55,m_623
s_43858,c_24,117.914006,39.589825,55,m_2878
s_43915,c_24,115.298746,37.575857,55,m_5529
s_43922,c_29,121.955089,39.587259,50,m_4543
s_43950,c_24,117.359916,40.638528,55,m_4079
s_43983,c_3,115.089129,30.690887,58,m_3739
s_43998,c_24,115.4472,38.755772,55,m_4168
s_44005,c_34,115.092421,38.932025,39,m_6337
s_44023,c_24,117.365251,40.667018,55,m_1621
s_44036,c_34,115.299493,37.57654,39,m_5529
s_44102,c_24,122.177438,38.426653,55,m_8379
s_44152,c_47,121.191883,31.799141,52,m_7601
s_44188,c_34,122.346891,31.834258,38,m_690
s_44235,c_15,107.516848,29.738175,62,m_1021
s_44244,c_24,121.365851,32.317617,55,m_4422
s_44258,c_34,120.407843,30.535839,40,m_4341
s_44259,c_34,107.516225,29.737889,39,m_1021
s_44307,c_24,115.091908,38.932831,55,m_6337
s_44395,c_49,116.445193,29.22861,63,m_8093
s_44445,c_49,116.089712,28.773436,57,m_4572
s_44649,c_24,116.941895,40.496332,55,m_4828
s_44663,c_34,119.044712,25.205751,39,m_3871
s_44688,c_29,117.364854,40.666784,49,m_1621
s_44757,c_29,117.359575,40.638433,54,m_4079
s_44872,c_50,115.089467,30.690689,57,m_3739
s_44919,c_47,107.516223,29.737888,63,m_1021
s_45040,c_29,116.863733,40.326627,50,m_7168
s_45066,c_49,114.515192,30.910493,60,m_1790
s_45172,c_9,122.594902,31.58219,59,m_3839
s_45173,c_15,119.042928,25.206862,64,m_3871
s_45209,c_24,104.814719,30.965782,64,m_1920
s_45249,c_15,115.195454,38.540723,62,m_3112
s_45373,c_28,114.474873,31.081452,44,m_1377
s_45435,c_27,119.125487,25.604512,40,m_4121
s_45716,c_46,120.353227,32.350462,52,m_4923
s_45778,c_56,118.205077,24.782744,50,m_1089
s_45807,c_11,120.807547,31.431656,57,m_3528
s_45844,c_49,109.290666,35.182124,65,m_2058
s_46291,c_56,116.444419,29.228595,61,m_8093
s_46295,c_19,116.86196,40.326511,62,m_7168
s_46342,c_53,119.044852,25.205585,60,m_3871
s_46369,c_19,116.941895,40.496332,60,m_4828
s_46416,c_15,114.409043,30.97821,63,m_2009
s_46479,c_19,121.366143,32.315873,60,m_4422
s_46498,c_34,121.531677,38.21625,38,m_1263
s_46515,c_29,118.72789,32.45211,48,m_822
s_46595,c_15,109.092378,34.396342,62,m_2467
s_46597,c_15,117.451676,39.588338,63,m_623
s_46644,c_19,109.092652,34.397026,60,m_2467
s_46669,c_1,117.362216,40.638787,55,m_4079
s_46686,c_17,119.042572,25.207609,62,m_3871
s_46692,c_50,117.364888,40.666169,62,m_1621
s_46721,c_19,114.002066,34.889347,60,m_2267
s_46722,c_19,117.364928,40.638657,61,m_4079
s_46735,c_19,117.451409,39.589001,66,m_623
s_46777,c_34,121.001861,30.907154,38,m_5892
s_46984,c_34,121.36602,32.316401,38,m_4422
s_47053,c_49,114.638656,35.233665,64,m_9054
s_47109,c_23,122.255607,31.351408,66,m_3005
s_47176,c_34,120.330286,32.330319,38,m_626
s_47211,c_19,122.255821,31.35167,62,m_3005
s_47371,c_33,104.814988,30.963663,50,m_1920
s_47447,c_1,106.962395,29.797921,57,m_2224
s_47519,c_15,120.493765,36.455194,67,m_2333
s_47545,c_29,121.963419,31.65332,49,m_1293
s_47582,c_19,118.728234,32.451017,64,m_822
s_47692,c_29,121.365031,32.316895,49,m_4422
s_47863,c_34,122.255607,31.351408,38,m_3005
s_47911,c_50,122.001956,31.516924,58,m_4495
s_47976,c_19,116.089589,39.209715,60,m_968
s_47992,c_34,122.182011,32.182979,38,m_2415
s_48050,c_29,113.564698,23.158853,48,m_909
s_48060,c_34,120.408102,33.337545,38,m_3445
s_48282,c_15,115.091939,38.932977,61,m_6337
s_48293,c_34,121.9622,31.652313,38,m_1293
s_48338,c_34,122.594835,31.58216,38,m_3839
s_48916,c_30,121.134159,31.198143,44,m_6587
s_48985,c_46,119.044412,25.206669,50,m_3871
s_49008,c_15,106.963353,29.796597,59,m_2224
s_49057,c_30,106.964256,29.794032,46,m_2224
s_49092,c_50,104.815301,30.964513,62,m_1920
s_49161,c_13,116.088449,28.772321,59,m_4572
s_49206,c_24,121.193621,31.799756,54,m_7601
s_49217,c_13,116.087839,28.771918,55,m_4572
s_49244,c_34,120.695098,31.954689,40,m_622
s_49322,c_15,116.088761,28.771862,64,m_4572
s_49362,c_15,118.048861,31.893893,64,m_615
s_49408,c_39,122.179789,32.181644,61,m_2415
s_49604,c_4,122.14099,39.81868,66,m_3916
s_49656,c_1,115.092757,38.93142,66,m_6337
s_49690,c_33,122.139816,39.820295,53,m_3916
s_49713,c_11,122.140385,39.819482,61,m_3916
s_49802,c_33,117.365949,40.638751,52,m_4079
s_49830,c_33,117.914358,39.588147,52,m_2878
s_49887,c_33,117.814675,39.61901,54,m_2123
s_49892,c_33,117.365187,40.665954,52,m_1621
s_49962,c_49,114.093062,23.929218,60,m_2907
s_49986,c_34,106.962309,29.798641,36,m_2224
s_50078,c_33,116.86417,40.329154,52,m_7168
s_50248,c_30,117.364349,40.638687,49,m_4079
s_50351,c_12,120.494525,36.454294,61,m_2333
s_50488,c_27,116.089734,28.772831,46,m_4572
s_50572,c_14,119.043562,25.208015,44,m_3871
s_50815,c_30,121.314129,31.918434,47,m_1375
s_50873,c_41,118.204933,24.785486,59,m_1089
s_50896,c_34,119.043957,25.207409,40,m_3871
s_51036,c_49,122.594135,31.581366,60,m_3839
s_51180,c_13,121.366112,32.316833,60,m_4422
s_51188,c_38,122.005578,31.517399,42,m_4495
s_51309,c_1,119.194784,32.423897,50,m_4033
s_51357,c_1,119.194581,32.424003,56,m_4033
s_51375,c_44,118.191573,32.856884,40,m_5085
s_51489,c_49,118.731165,32.44978,58,m_822
s_51552,c_26,121.192351,31.799407,40,m_7601
s_51714,c_11,113.782271,23.33661,50,m_7374
s_51801,c_50,119.193736,32.424477,40,m_4033
s_52283,c_49,122.309507,32.088688,60,m_1409
s_52361,c_11,113.563918,23.158545,51,m_909
s_52362,c_11,113.564119,23.158587,52,m_909
s_52397,c_2,119.326796,32.645318,57,m_2182
s_52447,c_49,112.325542,32.687749,60,m_3832
s_52780,c_49,114.409202,30.977993,55,m_2009
s_52803,c_49,120.746245,30.814911,60,m_1175
s_52862,c_49,114.408466,30.978201,57,m_2009
s_52928,c_33,122.140901,39.818473,54,m_3916
s_52949,c_49,122.181678,32.182802,59,m_2415
s_53252,c_30,122.003778,31.516449,44,m_4495
s_53471,c_6,121.193801,31.799461,57,m_7601
s_53617,c_28,118.730601,32.449433,60,m_822
s_53673,c_36,106.962967,29.798289,52,m_2224
s_53674,c_36,122.181087,32.182194,52,m_2415
s_53708,c_36,122.346586,31.833984,52,m_690
s_53709,c_36,122.255284,31.351802,52,m_3005
s_53724,c_36,117.91387,39.589777,52,m_2878
s_53742,c_36,121.134646,31.197485,52,m_6587
s_53786,c_36,122.594902,31.58219,52,m_3839
s_53809,c_36,116.941548,40.495456,52,m_4828
s_53811,c_36,121.962385,31.65237,52,m_1293
s_53821,c_36,116.759476,40.737423,52,m_2578
s_53835,c_36,107.517082,29.738604,52,m_1021
s_53846,c_36,114.001182,34.88917,52,m_2267
s_53848,c_36,121.001353,30.907239,52,m_5892
s_53891,c_36,122.309004,32.088347,52,m_1409
s_53909,c_49,122.309993,32.087914,68,m_1409
s_53925,c_36,121.365006,32.316788,52,m_4422
s_53979,c_34,104.815682,30.962495,38,m_1920
s_54064,c_36,113.819521,34.950544,52,m_2270
s_54078,c_30,117.36483,40.665695,54,m_1621
